Removed Pin From Net: NetName=+12 Pin=C4-1
Removed Pin From Net: NetName=GND Pin=C4-2
Removed Pin From Net: NetName=+12 Pin=C5-1
Removed Pin From Net: NetName=GND Pin=C5-2
Removed Pin From Net: NetName=+12 Pin=C6-1
Removed Pin From Net: NetName=GND Pin=C6-2
Removed Pin From Net: NetName=GND Pin=C7-1
Removed Pin From Net: NetName=GND Pin=C8-1
Removed Pin From Net: NetName=LV+_in Pin=D2-A
Removed Pin From Net: NetName=GND Pin=DCDC2-1
Removed Pin From Net: NetName=+12 Pin=DCDC2-3
Removed Pin From Net: NetName=GND Pin=J1-4
Removed Pin From Net: NetName=LV+_in Pin=J2-1
Removed Pin From Net: NetName=GND Pin=Q2-S
Removed Pin From Net: NetName=+12 Pin=TP4-1
Removed Pin From Net: NetName=GND Pin=TP7-1
Removed Pin From Net: NetName=GND Pin=U1-4
Removed Member From Class: ClassName=TSAL_Inverters Member=C1
Removed Member From Class: ClassName=TSAL_Inverters Member=C2
Removed Member From Class: ClassName=TSAL_Inverters Member=C3
Removed Member From Class: ClassName=TSAL_Inverters Member=C4
Removed Member From Class: ClassName=TSAL_Inverters Member=C5
Removed Member From Class: ClassName=TSAL_Inverters Member=C6
Removed Member From Class: ClassName=TSAL_Inverters Member=C7
Removed Member From Class: ClassName=TSAL_Inverters Member=C8
Removed Member From Class: ClassName=TSAL_Inverters Member=D3
Removed Member From Class: ClassName=TSAL_Inverters Member=DCDC2
Removed Member From Class: ClassName=TSAL_Inverters Member=F_TS+
Removed Member From Class: ClassName=TSAL_Inverters Member=J2
Removed Member From Class: ClassName=TSAL_Inverters Member=J3
Removed Member From Class: ClassName=TSAL_Inverters Member=J_TS+
Removed Member From Class: ClassName=TSAL_Inverters Member=J_TS-
Removed Member From Class: ClassName=TSAL_Inverters Member=L1
Removed Member From Class: ClassName=TSAL_Inverters Member=Q1
Removed Member From Class: ClassName=TSAL_Inverters Member=Q2
Removed Member From Class: ClassName=TSAL_Inverters Member=TP1
Removed Member From Class: ClassName=TSAL_Inverters Member=TP3
Removed Member From Class: ClassName=TSAL_Inverters Member=TP4
Removed Member From Class: ClassName=TSAL_Inverters Member=TP5
Removed Member From Class: ClassName=TSAL_Inverters Member=TP6
Removed Member From Class: ClassName=TSAL_Inverters Member=TP7
Removed Member From Class: ClassName=TSAL_Inverters Member=TP8
Removed Member From Class: ClassName=TSAL_Inverters Member=TP9
Removed Member From Class: ClassName=TSAL_Inverters Member=TP10
Removed Member From Class: ClassName=TSAL_Inverters Member=TP11
Removed Member From Class: ClassName=TSAL_Inverters Member=TP12
Removed Member From Class: ClassName=TSAL_Inverters Member=TP13
Removed Member From Class: ClassName=TSAL_Inverters Member=TP14
Removed Member From Class: ClassName=TSAL_Inverters Member=TP15
Removed Member From Class: ClassName=TSAL_Inverters Member=U1
Removed Member From Class: ClassName=TSAL_Inverters Member=U2
Change Footprint: Footprint Not Found J_NanoFit_2x8_V
Change Footprint: Footprint Not Found R0805FTK
Change Footprint: Footprint Not Found R0805FTK
Change Footprint: Footprint Not Found R0805FTK
Change Component Comment : Designator=R5 Old Comment=3296W-1-103LF New Comment=CR0805-JW-103ELF
Change Component Comment : Designator=R2 Old Comment=CR0805-JW-102ELF New Comment=CR0805-JW-103ELF
Change Component Comment : Designator=R8 Old Comment=CRCW120610K0FKEA New Comment=CR0805-JW-103ELF
Change Component Comment : Designator=J1 Old Comment=J_NanoFit_2x3 New Comment=1053101116
Change Component Comment : Designator=R7 Old Comment=R2M-2512FTK New Comment=CR0805-JW-103ELF
Change Component Designator: OldDesignator=D3 NewDesignator=D2
Change component parameters: Designator = "F1" ("F1"); Footprint = "Fuse_1206"; UniqueID = "\QFTNKMZH" ("\QFTNKMZH")
Change component parameters (AddParameter): Name = ".Creator"; Value = "DO"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Approvals"; Value = "CSA,cURus"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "1206"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "3216"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "1206"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Fuses"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_437a_datasheet.pdf.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.littelfuse.com/~/media/electronics/datasheets/fuses/littelfuse_fuse_437a_datasheet.pdf.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Where buy it"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.mouser.es/ProductDetail/Littelfuse/0437001WRA?qs=DXv0QSHKF4z9CJhPXjxR%252BA%3D%3D"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Current Rating"; Value = "1A"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fuse Type"; Value = "Board Mount (Cartridge Style Excluded)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Littelfuse"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "0437001.WRA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=1,52000, 5=1,47000, 10=1,37600, 50=1,13860, 100=0,94880, 250=0,92508, 500=0,78276, 1000=0,68788 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "5820"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "F10001CT-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating (AC)"; Value = "63V"; VariantName = "[No Variations]"
Change component parameters: Designator = "J1" ("J1"); Footprint = "J_NanoFit_2x3"; UniqueID = "\EDKLNJAE" ("\EDKLNJAE")
Change component parameters (AddParameter): Name = ".Creator"; Value = "AC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Headers and Wire Housings"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.molex.com/pdm_docs/sd/1053101210_sd.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.molex.com/pdm_docs/sd/1053101210_sd.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Molex"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.molex.com/molex/products/part-detail/pcb_headers/1053101116"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Connector Type"; Value = "Header,Male Pin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Material"; Value = "Brass"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Plating"; Value = "Tin"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Contact Shape"; Value = "Square"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Fastening Type"; Value = "Latch"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Color"; Value = "Black"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Insulation Material"; Value = "Polymer"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer 1"; Value = "Molex"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number 1"; Value = "105310-1116"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Operating Temperature"; Value = "105°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Positions"; Value = "16"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number of Rows"; Value = "2"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Pricing 1"; Value = "1=3,21000, 10=2,82400, 84=2,24619, 1008=1,86110, 4956=1,66858 (USD)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Stock 1"; Value = "84"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Supplier Part Number 1"; Value = "WM16885-ND"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Termination"; Value = "Kinked Pin"; VariantName = "[No Variations]"
Change component parameters: Designator = "R2" ("R2"); Footprint = "R0805FTK"; UniqueID = "\LXHUIFDF" ("\LXHUIFDF")
Change component parameters (AddParameter): Name = ".Creator"; Value = "DR"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".PCBcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = ".SCHcheck"; Value = ""; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Imperial)"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case Code (Metric)"; Value = "2012"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Case/Package"; Value = "0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Chip SMD Resistors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/11821/0900766b80fcdb72-11821135.pdf?src-supplier=RSComponents"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/11821/0900766b80fcdb72-11821135.pdf?src-supplier=RSComponents"; VariantName = "[No Variations]"
